name,rho,abs_rho
c3_topt,-0.747633225442121,0.747633225442121
tree_pmax,0.7449962077781089,0.7449962077781089
tree_lue,0.6463254176416099,0.6463254176416099
tree_rmf0,0.6226270867812606,0.6226270867812606
soil_sr_hi,-0.6212644853021376,0.6212644853021376
c3_albedo,-0.6143315571944096,0.6143315571944096
over_acen_ko,-0.5930632187586053,0.5930632187586053
c3_lc0,0.5763349993078618,0.5763349993078618
under_gss_b2,0.5609556229926509,0.5609556229926509
over_nc_ct,-0.5390505853027794,0.5390505853027794
c3_f_sz_r,-0.5316980896845832,0.5316980896845832
c3_f_sz_s,-0.528400603601517,0.528400603601517
tree_rgr,-0.5202443082298105,0.5202443082298105
tree_qtr0,-0.5177514616992408,0.5177514616992408
c4_kmci,0.517538877079256,0.517538877079256
c3_lf0,0.5136458016198812,0.5136458016198812
tree_rgc,-0.5129025437853154,0.5129025437853154
c3_sla,-0.5123883903672243,0.5123883903672243
over_scttr,0.5038542356188396,0.5038542356188396
tree_sla,0.49665641158929646,0.49665641158929646
c3_gs_b2,-0.48675048079382605,0.48675048079382605
over_hc_et,0.4853747733218039,0.4853747733218039
c3_qtr0,-0.48016535334045346,0.48016535334045346
tree_ctmp_lfdsp,0.45565406170052003,0.45565406170052003
tree_cmpcd0,-0.450742126645918,0.450742126645918
c3_km_nstl,0.43504616808974494,0.43504616808974494
c3_root_spt_a,0.43338527652339665,0.43338527652339665
over_gss_b1,0.4324380256782291,0.4324380256782291
tree_root_spt_b,-0.41971212852133494,0.41971212852133494
c3_tmax,0.4174408691080593,0.4174408691080593
c3_cmpcd0,0.4138105421086289,0.4138105421086289
tree_albedo,0.41226589903486266,0.41226589903486266
c3_kmci,0.38600683331327623,0.38600683331327623
soil_albedo0,-0.35393392411545255,0.35393392411545255
c3_rgr,0.3460694645571839,0.3460694645571839
soil_kml,0.3364807415708279,0.3364807415708279
soil_sr_lc,-0.3266661705027545,0.3266661705027545
tree_rmc_s,-0.31938442107422105,0.31938442107422105
tree_rmr_h,0.3174540242142123,0.3174540242142123
tree_rgf,-0.3164523705669328,0.3164523705669328
c3_alloc_abg,0.30483452187836185,0.30483452187836185
tree_rmc_h,-0.30428646418918465,0.30428646418918465
c3_lue,0.29756822349629203,0.29756822349629203
c3_pmax,0.2875176331805062,0.2875176331805062
tree_alloc_abg,-0.28183040516547886,0.28183040516547886
over_jvr,0.27374808657348043,0.27374808657348043
soil_f_co2_lf,0.2729440492610939,0.2729440492610939
soil_sr_lr,0.2600843424476048,0.2600843424476048
over_rfl_d,0.2594348851176343,0.2594348851176343
soil_f_co2_lr,-0.2556066938679303,0.2556066938679303
tree_kmci,0.2547324215475009,0.2547324215475009
over_cv_p,-0.25147227443006037,0.25147227443006037
tree_lf0,-0.25110976993016615,0.25110976993016615
c3_rmr_h,-0.24965733431142173,0.24965733431142173
c3_tmin,0.2477391260348349,0.2477391260348349
over_ke_n,-0.24174887202945974,0.24174887202945974
tree_ctmp_lfshd,0.23849334041138986,0.23849334041138986
over_cv_j,0.22619276195718194,0.22619276195718194
soil_kmsh,0.22400994405068048,0.22400994405068048
tree_qtf0,0.21871990507721112,0.21871990507721112
soil_f_hm_i,-0.2149595578544237,0.2149595578544237
tree_gs_b0,0.21161654005074862,0.21161654005074862
c4_cmpcd0,0.20949466888595286,0.20949466888595286
soil_f_hm_p,0.20501640249030073,0.20501640249030073
c3_rgf,-0.2025556973397359,0.2025556973397359
c3_ek0,0.1932284512882653,0.1932284512882653
over_acen_kc,0.19230962103465252,0.19230962103465252
c3_root_spt_b,0.1911622325626512,0.1911622325626512
tree_topt,-0.18726526804004012,0.18726526804004012
over_gss_b0,-0.18580042115802795,0.18580042115802795
tree_dcd,-0.18127690974651514,0.18127690974651514
tree_lr0,0.17237722298969527,0.17237722298969527
soil_kmsl,-0.17125980596249749,0.17125980596249749
over_kc0,0.1672943333019717,0.1672943333019717
soil_sr_ha,0.15902692320501927,0.15902692320501927
over_acen_vc,0.1554283452031261,0.1554283452031261
soil_sr_hp,-0.15488741018536523,0.15488741018536523
tree_lc0,0.15407904999997296,0.15407904999997296
over_str_et,-0.15352555558287995,0.15352555558287995
tree_gs_b1,-0.14215273341803691,0.14215273341803691
soil_kmh,0.13970515360926786,0.13970515360926786
tree_f_sz_s,0.13321852500451994,0.13321852500451994
tree_ek0,-0.12903971031147338,0.12903971031147338
tree_root_spt_a,0.12571955043297361,0.12571955043297361
c3_rmc_s,-0.12385211959792948,0.12385211959792948
tree_tmin,0.1229253273916858,0.1229253273916858
under_nc_ct,0.116785569540527,0.116785569540527
tree_qtc0,-0.10233824187863545,0.10233824187863545
soil_sr_lf,0.10212569541617335,0.10212569541617335
c3_rmf0,-0.09696599831527981,0.09696599831527981
c3_rmr_s,0.0968241946580683,0.0968241946580683
tree_km_nstl,0.09480073536288944,0.09480073536288944
c3_ctmp_lfshd,-0.09119182995278402,0.09119182995278402
soil_f_co2_lc,-0.08664766271456448,0.08664766271456448
c3_rmc_h,0.07798433486034527,0.07798433486034527
over_gss_b2,0.06614995680548745,0.06614995680548745
